feature,text,clase,tweet_id,origin,clean_tokens,word_count,token_count
"una cultura hecha por hombres para hombres, particularmente si se trata del ejercicio del poder .","una cultura hecha por hombres para hombres, particularmente si se trata del ejercicio del poder",violent,,rnn,"[una, cultura, hecha, por, hombres, para, hombres, particularmente, si, se, trata, del, ejercicio, del, poder]",15,15
"hay dos clases de personas: el hombre, y por debajo, la mujer, que existe para servir al hombre .","hay dos clases de personas: el hombre, y por debajo, la mujer, que existe para servir al hombre",violent,,rnn,"[hay, clases, de, personas, el, hombre, y, por, debajo, la, mujer, que, existe, para, servir, al, hombre]",18,17
"yo quiero acostarme contigo y tengo que anunciar que así es, porque tengo derecho, soy un macho .","yo quiero acostarme contigo y tengo que anunciar que así es, porque tengo derecho, soy un macho",violent,,rnn,"[yo, quiero, acostarme, contigo, y, tengo, que, anunciar, que, así, es, porque, tengo, derecho, soy, un, macho]",17,17
Yo siempre! Miro primero el corazon de una mujer! Que las tetas lo esten tapando no es mi culpa.,yo siempre! miro primero el corazon de una mujer! que las tetas lo esten tapando no es mi culpa,violent,,rnn,"[yo, siempre, miro, el, corazon, de, una, mujer, que, las, tetas, lo, esten, tapando, no, es, mi, culpa]",19,18
"¿Sabes?, yo podría haber sido tu padre, pero el tipo que estaba a mi lado tenía el dinero exacto .","¿sabes?, yo podría haber sido tu padre, pero el tipo que estaba a mi lado tenía el dinero exacto",violent,,rnn,"[sabes, yo, podría, haber, sido, tu, padre, pero, el, tipo, que, estaba, a, mi, lado, tenía, el, dinero, exacto]",19,19
"El lenguaje está creado por el hombre, para el hombre y tiene como objeto el lenguaje del hombre .","el lenguaje está creado por el hombre, para el hombre y tiene como objeto el lenguaje del hombre",violent,,rnn,"[el, lenguaje, está, creado, por, el, hombre, para, el, hombre, y, tiene, como, objeto, el, lenguaje, del, hombre]",18,18
A mi lado nadie te tocará / Nadie se acordará de ti / Cuando no te acuerdes de nada / Serás mí­a.,a mi lado nadie te tocará / nadie se acordará de ti / cuando no te acuerdes de nada / serás mí­a,violent,,rnn,"[a, mi, lado, nadie, te, tocará, nadie, se, acordará, de, ti, cuando, no, te, acuerdes, de, nada, serás]",22,18
En lugar de llamarlas hermosas sería más justo describir a las mujeres como el sexo antiestético.,en lugar de llamarlas hermosas sería más justo describir a las mujeres como el sexo antiestético,violent,,rnn,"[en, lugar, de, llamarlas, hermosas, sería, más, justo, describir, a, las, mujeres, como, el, sexo, antiestético]",16,16
la mujer es vista en algunas culturas como la causa de la tentación y de la perdición del hombre.,la mujer es vista en algunas culturas como la causa de la tentación y de la perdición del hombre,violent,,rnn,"[la, mujer, es, vista, en, algunas, culturas, como, la, causa, de, la, tentación, y, de, la, perdición, del, hombre]",19,19
"camisetas para ellas con mensajes como ?princesa? o ?bonita? y para ellos con ?héroe?, ?campeón?","camisetas para ellas con mensajes como ?princesa? o ?bonita? y para ellos con ?héroe?, ?campeón?",violent,,rnn,"[camisetas, para, ellas, con, mensajes, como, princesa, o, bonita, y, para, ellos, con, héroe, campeón]",15,15
"la mujer solo puede estar en la calle en compañía de un hombre, bien sea su padre, esposo o hijo .","la mujer solo puede estar en la calle en compañía de un hombre, bien sea su padre, esposo o hijo",violent,,rnn,"[la, mujer, solo, puede, estar, en, la, calle, en, compañía, de, un, hombre, bien, sea, su, padre, esposo, o, hijo]",20,20
las mujeres no pueden tener propiedades o hacer uso de su dinero o de sus derechos patrimoniales.,las mujeres no pueden tener propiedades o hacer uso de su dinero o de sus derechos patrimoniales,violent,,rnn,"[las, mujeres, no, pueden, tener, propiedades, o, hacer, uso, de, su, dinero, o, de, sus, derechos, patrimoniales]",17,17
la mujer a los quehaceres del hogar y al hombre a las libertades y privilegios del mundo externo.,la mujer a los quehaceres del hogar y al hombre a las libertades y privilegios del mundo externo,violent,,rnn,"[la, mujer, a, los, quehaceres, del, hogar, y, al, hombre, a, las, libertades, y, privilegios, del, mundo, externo]",18,18
"Las feministas extremistas siempre son feas. Entiendo su encabronamiento, pero no culpen al pene .","las feministas extremistas siempre son feas. entiendo su encabronamiento, pero no culpen al pene",violent,,rnn,"[las, feministas, extremistas, siempre, son, feas, entiendo, su, encabronamiento, pero, no, culpen, al, pene]",14,14
el secreto para ser feliz era tener una labor honesta y una mujer que conociera sus obligaciones.,el secreto para ser feliz era tener una labor honesta y una mujer que conociera sus obligaciones,violent,,rnn,"[el, secreto, para, ser, feliz, era, tener, una, labor, honesta, y, una, mujer, que, conociera, sus, obligaciones]",17,17
"desde que las mujeres creen que pueden hacer todo, pos está difícil que no les pasen cosas malas .","desde que las mujeres creen que pueden hacer todo, pos está difícil que no les pasen cosas malas",violent,,rnn,"[desde, que, las, mujeres, creen, que, pueden, hacer, todo, pos, está, difícil, que, no, les, pasen, cosas, malas]",18,18
"Tu eres bien bonita, pero si te maquillaras y te pusieras ropa más sexy seguro ya tendrías novio .","tu eres bien bonita, pero si te maquillaras y te pusieras ropa más sexy seguro ya tendrías novio",violent,,rnn,"[tu, eres, bien, bonita, pero, si, te, y, te, pusieras, ropa, más, sexy, seguro, ya, tendrías, novio]",18,17
"Eres bonita, pero te falta arreglarte. Las mujeres siempre deben andar arregladas y oler bonito.","eres bonita, pero te falta arreglarte. las mujeres siempre deben andar arregladas y oler bonito",violent,,rnn,"[eres, bonita, pero, te, falta, arreglarte, las, mujeres, siempre, deben, andar, arregladas, y, oler, bonito]",15,15
"Para presumir hay que sufrir Ponerse tacones, hacer dieta pasando hambre, maquillarse, depilarse .","para presumir hay que sufrir ponerse tacones, hacer dieta pasando hambre, maquillarse, depilarse",violent,,rnn,"[para, presumir, hay, que, sufrir, ponerse, tacones, hacer, dieta, pasando, hambre, maquillarse, depilarse]",13,13
las mujeres están asociadas prioritariamente al polo privado de la vida y los hombres al público.,las mujeres están asociadas prioritariamente al polo privado de la vida y los hombres al público,violent,,rnn,"[las, mujeres, están, asociadas, prioritariamente, al, polo, privado, de, la, vida, y, los, hombres, al, público]",16,16
"La mujer está hecha para el amor y la maternidad, pero no para intervenir en las luchas sociales .","la mujer está hecha para el amor y la maternidad, pero no para intervenir en las luchas sociales",violent,,rnn,"[la, mujer, está, hecha, para, el, amor, y, la, maternidad, pero, no, para, intervenir, en, las, luchas, sociales]",18,18
"NO TENDRÍA QUE MOLESTAROS QUE OS DIGAN PIROPOS POR LA CALLE, ¿A QUIÉN NO LE GUSTA SENTIRSE GUAPO?","no tendría que molestaros que os digan piropos por la calle, ¿a quién no le gusta sentirse guapo?",violent,,rnn,"[no, tendría, que, molestaros, que, os, digan, piropos, por, la, calle, a, quién, no, le, gusta, sentirse, guapo]",18,18
"No vales para nada , todo lo haces mal Vaya cruz q tengo contigo Da asco salir contigo a la calle .","no vales para nada , todo lo haces mal vaya cruzque tengo contigo da asco salir contigo a la calle",violent,,rnn,"[no, vales, para, nada, todo, lo, haces, mal, vaya, tengo, contigo, da, asco, salir, contigo, a, la, calle]",20,18
He pagado de forma sistemática mis cenas con mujeres presuponiendo que es lo que se espera de mí.,he pagado de forma sistemática mis cenas con mujeres presuponiendo que es lo que se espera de mí,violent,,rnn,"[he, pagado, de, forma, sistemática, mis, cenas, con, mujeres, presuponiendo, que, es, lo, que, se, espera, de, mí]",18,18
"Tres cosas hay en la vida que no se pueden cuidar: una cocina sin puertas, la mujer y el platanar .","tres cosas hay en la vida que no se pueden cuidar: una cocina sin puertas, la mujer y el platanar",violent,,rnn,"[cosas, hay, en, la, vida, que, no, se, pueden, cuidar, una, cocina, sin, puertas, la, mujer, y, el]",20,18
la mujer casada tenía el deber de obediencia y el marido era el que administraba todos sus bienes.,la mujer casada tenía el deber de obediencia y el marido era el que administraba todos sus bienes,violent,,rnn,"[la, mujer, casada, tenía, el, deber, de, obediencia, y, el, marido, era, el, que, administraba, todos, sus, bienes]",18,18
"la mujer debe usar una vestimenta que le cubra totalmente el cuerpo, a excepción solo de los ojos .","la mujer debe usar una vestimenta que le cubra totalmente el cuerpo, a excepción solo de los ojos",violent,,rnn,"[la, mujer, debe, usar, una, vestimenta, que, le, cubra, totalmente, el, cuerpo, a, excepción, solo, de, los, ojos]",18,18
niñas del planeta es obligada a contraer matrimonio en contra de su voluntad antes de los 18 años.,niñas del planeta es obligada a contraer matrimonio en contra de su voluntad antes de los 18 años,violent,,rnn,"[niñas, del, planeta, es, obligada, a, contraer, matrimonio, en, contra, de, su, voluntad, antes, de, los, años]",18,17
"las mujeres no pueden heredar las propiedades familiares, sin importar que sean las hijas mayores .","las mujeres no pueden heredar las propiedades familiares, sin importar que sean las hijas mayores",violent,,rnn,"[las, mujeres, no, pueden, heredar, las, propiedades, familiares, sin, importar, que, sean, las, hijas, mayores]",15,15
"Usted es un espécimen a investigar, tiene apariencia de ser una zorra pero escupe como una víbora .","usted es un espécimen a investigar, tiene apariencia de ser una zorra pero escupe como una víbora",violent,,rnn,"[usted, es, un, espécimen, a, investigar, tiene, apariencia, de, ser, una, zorra, pero, escupe, como, una, víbora]",17,17
"A mi mujer por su cumpleaños le compré un collar. ¿Y tú a la tuya? Yo nada, yo aún la dejo suelta .","a mi mujer por su cumpleaños le compré un collar. ¿y tú a la tuya? yo nada, yo aún la dejo suelta",violent,,rnn,"[a, mi, mujer, por, su, cumpleaños, le, compré, un, collar, y, tú, a, la, tuya, yo, nada, yo, aún, la, dejo, suelta]",22,22
"ya saben, da igual lo que los medios escriban mientras tengas junto a ti un traserojoven y bonito .","ya saben, da igual lo que los medios escriban mientras tengas junto a ti un traserojoven y bonito",violent,,rnn,"[ya, saben, da, igual, lo, que, los, medios, escriban, mientras, tengas, junto, a, ti, un, y, bonito]",18,17
"Las mujeres están para ser gustadas. Después, unas se dejan, otras no. Eso ya va por provincias .","las mujeres están para ser gustadas. después, unas se dejan, otras no. eso ya va por provincias",violent,,rnn,"[las, mujeres, están, para, ser, gustadas, después, unas, se, dejan, otras, no, eso, ya, va, por, provincias]",17,17
"Ojalá un día te violen entre todos, para que se te quiten las ganas de estar saliendo con hombres .","ojalá un día te violen entre todos, para que se te quiten las ganas de estar saliendo con hombres",violent,,rnn,"[ojalá, un, día, te, violen, entre, todos, para, que, se, te, quiten, las, ganas, de, estar, saliendo, con, hombres]",19,19
Un día encantador un príncipe vendrá y dichosa en sus brazos iré. Por fin mi sueño se realizar.,un día encantador un príncipe vendrá y dichosa en sus brazos iré. por fin mi sueño se realizar,violent,,rnn,"[un, día, encantador, un, príncipe, vendrá, y, dichosa, en, sus, brazos, iré, por, fin, mi, sueño, se, realizar]",18,18
"Ya sabes, da igual lo que los medios escriban mientras tengas junto a ti un trasero joven y bonito .","ya sabes, da igual lo que los medios escriban mientras tengas junto a ti un trasero joven y bonito",violent,,rnn,"[ya, sabes, da, igual, lo, que, los, medios, escriban, mientras, tengas, junto, a, ti, un, trasero, joven, y, bonito]",19,19
Los fundamentos de la casa son la mujer y el buey: el buey para que are y la mujer para que guarde.,los fundamentos de la casa son la mujer y el buey: el buey para que are y la mujer para que guarde,violent,,rnn,"[los, fundamentos, de, la, casa, son, la, mujer, y, el, buey, el, buey, para, que, are, y, la, mujer, para, que, guarde]",22,22
"las damas les duele oír esto, pero si se casan, han aceptado el liderazgo de un hombre, su esposo.","las damas les duele oír esto, pero si se casan, han aceptado el liderazgo de un hombre, su esposo",violent,,rnn,"[las, damas, les, duele, oír, esto, pero, si, se, casan, han, aceptado, el, liderazgo, de, un, hombre, su, esposo]",19,19
"el hombre está al cargo de la familia y que la esposa le debe mostrar afecto, respeto y obediencia .","el hombre está al cargo de la familia y que la esposa le debe mostrar afecto, respeto y obediencia",violent,,rnn,"[el, hombre, está, al, cargo, de, la, familia, y, que, la, esposa, le, debe, mostrar, afecto, respeto, y, obediencia]",19,19
"se traduce en hacerles la vida imposible a sus novias, a sus mujeres o a sus compañeras de trabajo .","se traduce en hacerles la vida imposible a sus novias, a sus mujeres o a sus compañeras de trabajo",violent,,rnn,"[se, traduce, en, hacerles, la, vida, imposible, a, sus, novias, a, sus, mujeres, o, a, sus, compañeras, de, trabajo]",19,19
"Pues si das el clima no sirve de nada tu carrera. Tú estás bonita y estás buena, es lo que vende.","pues si das el clima no sirve de nada tu carrera. tú estás bonita y estás buena, es lo que vende",violent,,rnn,"[pues, si, das, el, clima, no, sirve, de, nada, tu, carrera, tú, estás, bonita, y, estás, buena, es, lo, que, vende]",21,21
"No eres bonita, ni tampoco tan inteligente, entonces no vas a servir ni de profesional, ni de puta .","no eres bonita, ni tampoco tan inteligente, entonces no vas a servir ni de profesional, ni de puta",violent,,rnn,"[no, eres, bonita, ni, tampoco, tan, inteligente, entonces, no, vas, a, servir, ni, de, profesional, ni, de, puta]",18,18
"las apariencias no importan, lo que cuenta es lo que hay en tu interior, Almenos que seas la chica .","las apariencias no importan, lo que cuenta es lo que hay en tu interior, almenos que seas la chica",violent,,rnn,"[las, apariencias, no, importan, lo, que, cuenta, es, lo, que, hay, en, tu, interior, almenos, que, seas, la, chica]",19,19
